,입찰명,발주기관,낙찰자(상호)
2173,응급처치 실습재료(제세동기 패드 등 7종) 구매,국군의무학교,주식회사 제이엠메디칼
2909,의무장비(7차) 드릴셋 신경외과용 구매,국군수도병원,아람메디칼
6985,수술드릴및쏘셋배터리식 구매,국군재정관리단,주마메디칼
7723,수술드릴및쏘셋전기식 구매,국군재정관리단,주식회사 부영상사
8148,특수수술재료(금속성ANCHOR 등 2종) 구매,국군재정관리단,두올메드
9213,전기온열패드 3항목 구매(의무),육군군수사령부,동부특수지앤에스주식회사
11507,의료기재 구매(내성발톱 교정기),국군대전병원,성도교역
14875,응급흉부외상패드 1항목 구매(의무),육군군수사령부,씨엔유팜 주식회사
15878,의료장비소모품(도우넛젤 헤드패드 외 32종) 구매,국방부계룡대근무지원단,MK메디칼
16132,상처용 드레싱 패드 등 15항목 구매(의무),육군군수사령부,주식회사 나루지엠에스
17587,상처용드레싱 패드 등 15항목 구매(의무),육군군수사령부,"한신메디칼대전,충청지사"
17597,2017년 의무장비 오실로스코프 구매,국군의무사령부,주식회사 에버위너
17655,의료재료(내성발톱교정 재료) 구매,국군재정관리단,제일공사
22073,양주병원 UPS축전지 교체,국군의무사령부,초코인터내셔널 주식회사
25322,6차 의무장비 구매(미세수술드릴 성형외과용),국군수도병원,온케어메디홀주식회사
26509,의료기재구매(내성발톱교정기),국군대전병원,주식회사 아름글로벌
28167,재투자 의무장비 구매(기공용 마이크로엔진),국군대전병원,(주)다일
28815,수도병원 수변전설비 UPS 오버홀,국군의무사령부,(주)이화일렉콤
33752,의무장비(수술드릴 및 쏘셋 밧데리식) 구매,국군수도병원,(주)카프이엔지
35664,중금속가열분석기 1항목 구매(의무),육군군수사령부,만능유한회사
35905,하트신테크톨로지사마리안패드350P등11종(의료기재),제7001부대,제이컴퍼니
37940,20년 의무장비(기공용 마이크로엔진 등 3품목) 구매,국군의무사령부,만능유한회사
38169,20년 의무장비(고속연마기 등 3품목) 구매,국군의무사령부,시대종합전기(주)
38477,중금속가열분석기 1항목 구매(의무),육군군수사령부,노원 상사
39504,(207123-F)의무장비(미세수술드릴 신경외과용)구매,국군재정관리단,온케어메디홀주식회사
40076,의료기재(HearStart HS1 패드 등 30종),제7001부대,주식회사 진성하이텍
40396,20년 3차 의무장비(고속연마기 치과용) 구매,국군수도병원,(주)모던애드
40399,20년 3차 의무장비(기공용마이크로엔진등 2종)구매,국군수도병원,필립
44038,(217355-C) 수술드릴 및 쏘셋밧데리식 미들본용 구매,국군재정관리단,(주)누리숲
45406,21년 의무장비(3차 수술드릴 및 쏘셋밧데리식 라지본),국군수도병원,주식회사 신우메디랜드
45728,의무장비 재투자 조달-수술드릴 및 쏘셋,국군대전병원,주식회사 정현
50336,21년 의무장비(흡입기 야전용(배터리)) 구매,국군의무사령부,주식회사 한스메디칼
51083,2021년 특수수술재료 (외고정장치용 HALF PIN) 구매,국군의무사령부,맥스메디칼
51991,Heartpro NT-280 패드 등 13종 구매(의료기재),제7001부대,포인트팜
52384,2022 재투자 의무장비(임플란트엔진) 구매,국군수도병원,주식회사 소향
52658,22년 예비군 육성지원(응급처치키트/야전지혈대 구매),제51보병사단,주식회사아이디에프
54807,상처드레싱패드 1품목 구매(의무),육군군수사령부,마로니에
55832,공조기필터 교체(함평병원),국군의무사령부,에이에프주식회사
56662,포천병원 UPS 및 축전지 교체,국군의무사령부,주식회사 윤리
57829,중금속 가열분석기 등 1항목 구매(의무),육군군수사령부,선호하우징
59341,22년 의무장비(공기식드릴 신경외과용) 구매,국군의무사령부,관고동
59434,(의료기재)Hearton A15-G4 배터리 등 67종  구매,해군작전사령부,자이림
62471,의료기재(마취가스HME필터 등 29종) 구매,제7001부대,윙게이츠
63811,의무장비-수술드릴 및 쏘셋(밧데리식) 구매,국군대전병원,디에이치산업
65159,의료기재(AED 패드 등 7종) 구매,해군 기동함대사령부,메가플러스주식회사
65666,의무물자(근관모터 등 129종) 구매,제7001부대,제이서치
66409,23년 의무장비(수술드릴 및 쏘셋) 구매,국군의무사령부,밍크
71363,의무장비(HeartSine Smaritan 패드/배터리) 구매,제7001부대,효성메디
72322,"패드, 복부용 등 6항목 구매(의무)",육군군수사령부,사수상사
72650,의무물자(폐활량필터 등 42종) 구매,제7001부대,희망정보
73059,24년 의무장비(흡인기 야전용 배터리식) 구매,국군의무사령부,주식회사 한스피엠아이
