,입찰명,발주기관,낙찰자(상호)
802,해안경계 통합시스템 구축사업 리스,국군재정관리단,롯데캐피탈(주)
944,ALT/GPT 등 58종(의무장비시약),제7001부대,킴스헬스케어
1189,B50-FreeCL 등 40종(의무장비시약),제7001부대,하이케어
1707,Beaker 등 107종(의무장비시약),제7001부대,삼우메디칼(주)
1959,위생장화소독기 등 16종 구매,육군 탄약지원사령부,휴앤프로
2445,2016년 의무장비(인공호흡기 이동식) 구매,국군의무사령부,수메디칼
2446,2016년 의무장비(생활심전도계) 구매,국군의무사령부,킴스헬스케어
2811,2016년 의무장비(멀티메타계수형) 구매,국군의무사령부,케이투메디칼
2812,2016년 의무장비(냉장고 시약보관용) 구매,국군의무사령부,주식회사 아베오비전코리아
2907,의무장비(7차) 냉장고 혈액은행용 대형 구매,국군수도병원,엠넷글로벌
2909,의무장비(7차) 드릴셋 신경외과용 구매,국군수도병원,아람메디칼
2974,2016년 의무장비(원심분리기 세포형) 구매,국군의무사령부,라온메디텍
2976,2016년 의무장비(기초레력진단시스템) 구매,국군의무사령부,주식회사 메디시온
2977,2016년 의무장비(원심분리기 대형) 구매,국군의무사령부,주식회사 하나메디랩
3048,2016년 의무장비(손 세척대) 2차 구매,국군의무사령부,다익테크
3049,2016년 의무장비(수액조절기) 구매,국군의무사령부,(주)세이팜
3051,2016년 의무장비(한냉요법장치) 구매,국군의무사령부,(주)세이팜
3052,2016년 의무장비(혈액가온장치) 구매,국군의무사령부,주식회사 한스피엠아이
3054,2016년 의무장비(음압유지기 격리병실용) 구매,국군의무사령부,(주)도원씨앤씨
3058,의무장비(6차) 치과유니트 및 의자 구매,국군수도병원,덴탑정보기술(주)
3059,의무장비(6차) 건열기 병리시험건조용 구매,국군수도병원,하나메디
3341,2016년 의무장비(손 세척대) 구매,국군의무사령부,미림교역
3342,2016년 의무장비(멸균기 소형) 구매,국군의무사령부,남북의료기상사
4237,2016년 의무장비 고주파수술기 구매,국군의무사령부,준티슈뱅크
4523,해안경계 통합시스템 구축사업,국군재정관리단,주식회사 지엠티
4789,2016년 의무장비 (현미경 광학양안식) 구매,국군의무사령부,강원옵틱
4791,2016년 의무장비(초음파 치료기 병원용) 구매,국군의무사령부,주식회사 신우메디랜드
5224,2016년 조달 의무장비(수욕기 일반용) 구매,국군의무사령부,주식회사 신우메디랜드
5557,2016년 조달 의무장비(파리핀 수욕조 병원용) 구매,국군의무사령부,주식회사 신우메디랜드
6048,2016년 의무장비(마취기 기능검사기) 구매,국군의무사령부,태린메디칼 주식회사
6238,의무장비(환자체온조절기 자동식 공기식) 구매,국군의무사령부,한스메디칼
6472,2016년 의무장비(지속적피동운동기) 구매,국군의무사령부,앞썬
6608,의무장비(4차) 환자체온조절기 자동식(물타입) 구매,국군수도병원,한스메디칼
6609,의무장비(4차) 수액조절기 일반용(3ch) 구매,국군수도병원,한스메디칼
6706,2016년 의무장비(침대자동식 중환자실용),국군의무사령부,So Med
6707,2016년 의무장비(견인치료기 경요추용),국군의무사령부,주식회사 신우메디랜드
6718,2016년 의무장비(견관절 수동운동기),국군의무사령부,(주)인터닉스코퍼레이션
6719,2016년 의무장비(침대자동식 중환자실용),국군의무사령부,So Med
6720,2016년 의무장비(견인치료기 경요추용),국군의무사령부,주식회사 신우메디랜드
7067,의무장비(핵산추출장비) 구매,국군재정관리단,제일공사
7075,2016년 의무장비 안과유니트 구매,국군의무사령부,한스메디칼
7076,2016년 의무장비 전자동 정제 분류 포장기 구매,국군의무사령부,태린메디칼 주식회사
7448,의무장비(4차) 인공호흡기 고급형 구매,국군수도병원,아람메디칼
7454,의무장비(혈액용 냉동고) 구매,국군대전병원,주식회사 일신바이오브랜치
7576,2016년 의무장비 환자관찰장치 이동형(2차),국군의무사령부,주식회사 가람메드
7577,2016년 의무장비 이비인후과유니트 구매,국군의무사령부,에스비네트웍스
7616,의무장비(4차) 치료테이블 전기식 구매,국군수도병원,한스메디칼
7617,의무장비(4차) 소독물품포장기 구매,국군수도병원,(주)하이엠디
7618,의무장비(4차) 간섭파치료기 구매,국군수도병원,주식회사 신우메디랜드
7619,의무장비(3차) 정수기 혈액투석용 구매,국군수도병원,주식회사 재현약품
7620,의무장비(3차) 건열기 병리시험건조용 구매,국군수도병원,에이치에스메디칼
8033,의무장비(전기수술기내시경용) 구매 계약,국군의무사령부,주식회사 쿠앤쿠스
8042,의무장비(폐기능측정기) 구매 계약,국군의무사령부,태린메디칼 주식회사
8043,의무장비(전기수술기병원용) 구매 계약,국군의무사령부,수메디칼
8044,의무장비(전기수술기내시경용) 구매 계약,국군의무사령부,주식회사 쿠앤쿠스
8045,의무장비(소생기야전용 등 4건) 구매 계약,국군의무사령부,주식회사 사람과사람들
8082,16년 의무장비(혈액응고측정기) 구매,국군재정관리단,(주)에스피메디텍
8083,16년 의무장비(심장세동제거기) 구매,국군재정관리단,주식회사 엠에스비젼
8084,16년 의무장비(고주파수술기) 구매,국군재정관리단,라바열융합기술
8085,16년 의무장비(비인후경) 구매,국군재정관리단,케이메드
8508,'16년 대전병원 장비운영유지비(영상장비) 구매,국군대전병원,(주)도원씨앤씨
8538,"무균채수팩 등 103종(시약,의무장비)",제7001부대,주식회사 우영물산
8629,(16-007)일반의무장비획득(산소소생기외 3품목),공군제17전투비행단,MK메디칼
8698,'16년 대전병원 장비운영유지비(외과장비3) 구매,국군대전병원,주식회사 아폴론상사
8699,'16년 대전병원 장비운영유지비(외과장비1) 구매,국군대전병원,(주)이삭메디칼
8757,환자관찰장치 이동형,해군군수사령부,에이블테크
8999,의무장비(종합효소 연쇄반응 장치) 구매,국군대전병원,에이티지씨(ATGC)
9623,재투자 의무장비 구매(4차) - 침대자동식 응급실용,국군대전병원,(주)에스피메디텍
10346,2017년 대구병원 CCTV 구매,국군의무사령부,한진영상정보 주식회사
10347,2017년 구리병원 CCTV 구매,국군의무사령부,완전정보통신 주식회사
10374,의무장비(심장세동제거기) 구매,국군재정관리단,주식회사 다윤테크
10582,의무장비(인공호흡기 고급형) 구매,국군재정관리단,(주)하이엠디
10583,의무장비(자동면역염색기) 구매,국군재정관리단,대한메디텍 주식회사
10842,재투자 의무장비 구매(잔뇨량측정기),국군수도병원,(주)이삭메디칼
10939,재투자 의무장비 구매(3차) - 침대자동식 응급실용,국군대전병원,(주)에스피메디텍
10940,재투자 의무장비 구매(3차) - 두부진찰등,국군대전병원,동명상사
10957,2017년 의무장비 전자동정제분류포장기 구매,국군의무사령부,(유)목양
10958,2017년 의무장비 멸균소독기 소형 구매,국군의무사령부,거성
10966,2017년 의무장비 폐기능측정기 구매,국군의무사령부,킴스헬스케어
10967,2017년 의무장비 심전도계 구매,국군의무사령부,(주)한별메디케어
10968,2017년 의무장비 이비인후과유니트 구매,국군의무사령부,미림교역
10969,2017년 의무장비 원심분리기 소형탁상용 구매,국군의무사령부,부림약품
10970,2017년 의무장비 냉장고 혈액은행용 대형 구매,국군의무사령부,우분트코리아
10972,2017년 의무장비 냉장고시약보관용 구매,국군의무사령부,미소커뮤니케이션
10973,2017년 의무장비 요분석기 구매,국군의무사령부,하나메디
10974,2017년 의무장비 전자동정제분류포장기 구매,국군의무사령부,(유)목양
