,입찰명,발주기관,낙찰자(상호)
52,인쇄용지8종 제조/구매,국방출판지원단,세풍지업상사
71,관급자재(전관방송 및 AV설비) 제조 설치납품,국방부근무지원단,주식회사 누리정보기술
72,종교센타 리모델링 관급자재(조명기구) 제조납품,국방부근무지원단,주식회사 해인엘이디
184,계룡대 체력단련장 보일러용 유류(하이신유) 구매,육군인사사령부,대한(주)
239,인쇄용지 3종 제조/구매,국방출판지원단,세풍지업상사
255,16-공-본-17 관급자재(전관방송 AV포함) 제조설치,국군재정관리단,국제시스템 주식회사
263,000사업 병영생활관 합성수지제창호 제조,국군재정관리단,(주) 성진윈텍
269,00부대 창설사업 통합배선반 제조설치(16-223),제2307부대,주식회사 에버정보기술
270,00부대 창설사업 CCTV 제조설치(16-222),제2307부대,(합)진광전기소방
271,00부대 창설사업 AV 제조설치(16-221),제2307부대,주식회사 파워테크놀로지
289,000사업 병영생활관 통합배선반 제조설치,국군재정관리단,삼호전자통신(주)
295,16-본-공-5 도서관 리모델링 관급자재(조명기구),공군사관학교,(주)하나룩스
296,131사업(2차) 관급자재(출입통제시스템) 제조설치,4284부대,뉴코리아전자통신 주식회사
309,16-충-공-12 방송설비(305대대 통합건물 신축),공군방공관제사령부,진우전자
390,차기다련장 3차 시설사업 관급자재(크레인) 설치납품,육군종합군수학교,주식회사 다원산업
391,차기다련장 3차 시설사업 관급자재(보일러) 설치납품,육군종합군수학교,주식회사 동광보일러
436,ATCIS 상용HW 유지보수 물품 구매,육군 제1군단,클릭바이 엠알오
489,00부대 관사 신축사업 승강기 제조설치,국군재정관리단,(주)대륜엘리스
522,차기다련장 2차사업 조명기구 제조,국군재정관리단,(사)한국척수장애인협회ENG사업소
524,00부대 관사 신축사업 통합배선반 제조설치,국군재정관리단,(주)유비쿼터스통신
525,00부대 관사 신축사업 합성수지제창호 제조,국군재정관리단,(주)한양에스엔씨
634,근속 30주년 기념휘장 등 5종 제조,해군본부,좋아실업 주식회사
682,사령부 종교시설 브리핑장비 구매,국군의무사령부,주식회사 보아정보기술
685,성당 신축 AV방송설비 제조설치,제8기동사단,주식회사 시스매니아
687,00소초 풋살경기장 인조잔디 제조설치납품,제1보병사단,대교에코필드 주식회사
824,00부대개편사업 조명기구 제조납품,제5181부대,(주)베크룩스
849,체육관/강당 방송시설 음향장비 설치납품(정정),제7851부대,우성무역
923,000사업 출입통제시스템 제조 설치,제3707부대,주식회사 부림
974,상용정보통신 보관함 제조/구매,제9691부대,아폴론주식회사
976,16-해-지원시설 방송설비 제조 설치,해군제3함대사령부,태웅미디어(주)
1003,00부대 창설사업 AV방송설비 제조설치,국군재정관리단,(사)한국지체장애인협회 영상음향사업소
1009,00부대 이전사업 합성수지창호 제조설치,국군재정관리단,(주)프라임
1010,00부대 이전사업 합성수지도어 제조설치,국군재정관리단,(주)프라임
1320,차기다련장 2차 시설공사 방송설비 제조 설치납품,육군 제1군단,주식회사 그린아이티코리아
1457,무열대 체력단련장 물탱크 및 모터펌프 교체,제2작전사령부,(주) 경현산업
1484,00학교 이전사업 관급자재(디자인휀스) 제조설치,국군재정관리단,신우테크
1772,14-본-육-07 00대대 이전사업 통합배선 제조 설치,국군재정관리단,삼호전자통신(주)
1844,체력단련장 코스관리자재(모래) 구매,국군복지단,(주)풍농
1872,인터컴 세트(전관방송설비) 제조설치,국군재정관리단,지에스네트웍스(주)
1970,00부대 이전사업 관급자재(타일 4종) 설치납품,국군의무사령부,(주)대동세라믹
2007,차기다련장 2차사업 CCTV 제조 설치,국군재정관리단,정립전자(장애인근로사업장)
2008,`14-본-육-07  000대대 이전사업 조명기구 제조설치,국군재정관리단,(사)꿈드래장애인협회 꿈드래작업장
2039,14-본-육-07 00대대 이전사업 전관방송/AV 제조 설치,국군재정관리단,주식회사 에펠
2050,K55A1 자주포 시설사업 스틸그레티팅 제조납품,제22보병사단,주식회사아성금속
2122,00부대 이전사업 관급자재(진공온수보일러) 구매,제7군단,알파상사
2216,00병원 이전사업 보일러 제조 설치,국군재정관리단,주식회사 동광보일러
2300,음식물쓰레기 처리기 제조 설치,공군제11전투비행단,주식회사 오성에스씨
2340,00병원 이전사업 발전기 제조 설치,국군재정관리단,주식회사 이스트파워
2362,체력단련장 락카 소모품 등 000종 구매,육군인사사령부,청소용품Damall
2364,체력단련장 락카 소모품 등 000종 구매,육군인사사령부,청소용품Damall
2673,휘장류 및 견장류 제조 구매,육군사관학교,(주)충무용사촌
2793,시설/조경 기계경비 자재구매(5차),육군종합정비창,대광산업
2981,00단 연병장 인조잔디 제조 설치납품,국방부계룡대근무지원단,주식회사 앙투카에스엘
2989,00지역 영상전송체계 노후장비 제조설치(2),국군재정관리단,대진전자통신주식회사
2990,00지역 영상전송체계 노후장비 제조설치(3),국군재정관리단,주식회사 디에이치미디어테크
3179,낙동강 전승행사 기념품(손목시계) 제조납품,제2작전사령부,에코시계(주)
3210,16-덕-열영상감시카메라(CCTV) 제조 설치,국군재정관리단,주식회사나인정보시스템
3283,지휘관 및 주임원사 휘장 0종 제조구매,육군본부,코인산업
3335,휴대용 무선 영상감시시스템 제조 / 구매,제7016부대,애드온스마트 주식회사
3340,휴대용 무선 영상감시시스템 제조 / 구매,제7016부대,애드온스마트 주식회사
3368,급식사업(사골곰탕 제조),국군재정관리단,주식회사 모전식품
3371,안보관 음향시스템 제조설치(K-60),제2307부대,(주)홀리랜드테크놀러지
3566,체력단련장 모래 구매,제9227부대,드림오피스
3628,전관방송장비 제조 설치,국군재정관리단,야베스텍 주식회사
3669,000사업 CCTV 제조설치,제3707부대,주식회사 와이즈드림
3704,2차 풋살경기장 인조잔디 제조설치납품,제6128부대,코니터프주식회사
3782,브레이크 시험기 등 4항목 제조(기장),육군군수사령부,三晸하이테크
3818,풋살경기장 인조잔디 제조설치 납품(3개소),수도방위사령부,주식회사 아모스그린
3825,풋살경기장 인조잔디 제조설치 납품(3개소),수도방위사령부,주식회사 아모스그린
3908,000사업 발전기(200Kw) 제조설치,제3707부대,(주)썬테크
3928,00부대 풋살경기장 인조잔디(6개소) 제조설치납품,제5군단사령부,주식회사정영씨엠
3942,신축교육센터 정보통신환경 구축사업(리스물건),국군재정관리단,주식회사 덕산
3945,000사업 UPS 및 배터리 제조설치,제3707부대,(주) 레미트로닉스코리아
3974,205항공대대 00사업 발전기 제조설치납품,제2군단,(주)지엔씨에너지
4018,"수호병 명예휘장(포제, 파스너테이프(루프)) 제조",국군재정관리단,주식회사 나루지엠에스
4050,00부대 인조잔디 제조설치 납품,제17보병사단,주식회사 대운그린매트
4051,205항공대대 00사업 혼합골재 제조,제2군단,주식회사 케이제이개발(KJ)
4085,근속 30주년 기념휘장 등 4종 제조 구매,해군본부,금호(주)
4171,16-해병-ㅇㅇ사업 항온제습기 제조 설치,국군재정관리단,쿨앤쿨주식회사
4172,16-해병-ㅇㅇ사업 수배전반 제조 설치,국군재정관리단,(주)럭키전기
4214,"00포대, 00연본 풋살경기장 인조잔디 제조설치납품",제22보병사단,주식회사베스트필드
4218,00대대 풋살경기장 인조잔디 제조설치납품(2),제22보병사단,주식회사베스트필드
4219,00대대 풋살경기장 인조잔디 제조설치납품(1),제22보병사단,주식회사베스트필드
4292,00지역 부대이전사업 스틸그레이팅 제조설치,제5보병사단,주식회사서강
4293,00부대 등 6개소 풋살장 인조잔디 제조설치,제9보병사단사령부,주식회사베스트필드
4296,00지역 부대이전사업 스틸그레이팅 제조설치,제5보병사단,주식회사서강
4357,00부대 이전사업 화강석 제조 및 납품(16-특별-04),제5군단사령부,우진석원
4406,'16년 특수무기 케이블조립체류(일반),유도무기계약팀 (구:19.09.16),주식회사 노티스
4413,00훈련장 음향장비 제조 설치,국군재정관리단,첨단정보통신  주식회사
4434,전직지원 기념품(머니클립) 제조 구매,육군인사사령부,금호(주)
4443,00부대 등 5개소 풋살경기장 인조잔디 제조설치,제1보병사단,대교에코필드 주식회사
4444,전직지원 기념품(머니클립) 제조 구매,육군인사사령부,금호(주)
4463,풋살경기장 4개소 신축 인조잔디 설치납품,제6보병사단,주식회사 대종
4569,공사 생도학사정보체계 서버교체사업,국군재정관리단,(주)에이엔알
4636,풋살장 3개소 신축공사(인조잔디 설치납품),제2632부대,유한회사 세일양행
4649,16-본-육-4 방송설비 제조 설치,국군재정관리단,태웅이엔에스 주식회사
4662,16년 후반기 코스관리자재 모래 구매,국군복지단,(주)풍농
4710,00지원대 인조잔디 제조설치 납품,수도방위사령부,라운드원코리아 주식회사
4914,"케이블 조립체,특수목적용 등 43항목 제조(궤도)",육군군수사령부,(주) 렘텍
5206,군 숙소지역 조경공사,공군 제8전투비행단,대화조경
5288,PC 제조 설치 사업,국군재정관리단,주식회사 엠엔지 이엔티
5304,상근단 오수처리장 보수 케익호퍼 제조설치납품,육군상무대근무지원단,태인산업
5330,군장품(공군휘장) 제조,국군재정관리단,코인산업
5597,000사업 목재가구(의자 등 75종) 제조설치,국군재정관리단,(주)캠퍼스라인
5717,폐수처리시설 공냉식 냉동기 설치납품,육군종합정비창,주식회사 우영물산
5953,00지역 편의시설 보강(옥외용 벤치 등 7종),제5보병사단,캠핑아미고
6169,"핀, 천막용지주 제조",국군재정관리단,주식회사 지스타
6230,개인 상용정보통신장비 보관함 제조,국군재정관리단,주식회사 베니올
6393,무선기동 영상전송장비 제조 설치,국군재정관리단,주식회사 우리별
6394,휴대용 영상전송장비 제조 설치,국군재정관리단,주식회사 우리별
6515,(16-030)기타일반장비획득(전동카트),공군제17전투비행단,한창CM
6567,8비 활주로/유도로 노견 조경공사,공군 제8전투비행단,주식회사 수경
6573,폭발물처리차 제조,국군재정관리단,세화자동차 주식회사
6614,사격장 방송장비시스템 제조설치,국군재정관리단,(사)한국지체장애인협회 영상음향사업소
6667,16년 체력단련장 경기도우미 하복 제조/구매,국군복지단,금호(주)
6766,지휘관휘장 등 35종 제조,국군재정관리단,군장코퍼레이션
6819,10톤 상용구난차 제조,국군재정관리단,주식회사 수산씨에스엠
6951,체력단련장 캐디 피복 제조 납품(품목별 단가제),육군인사사령부,아이리스패션
6952,체력단련장 캐디 피복 제조 납품(품목별 단가제),육군인사사령부,아이리스패션
7008,브레이크 슈 세트 등 2항목 제조(기장),육군군수사령부,주식회사 금탑
7064,13-본-국대-01 00학교 이전사업 SMC 물탱크 제조설치,국군재정관리단,주식회사 와이디티
7070,13-본-국대-01 00학교 이전사업 송풍기 제조설치,국군재정관리단,유한회사 건영산업
7074,연구소 회의실 AV시스템 제조설치 납품,국군화생방방호사령부,주식회사 세명에스엠지
7125,작전영상전송장비(KAISHOT) 유지보수 정비,해군군수사령부,(주)아이디폰
7247,간성아파트 건립 전관방송 제조납품,제22보병사단,태웅이엔에스 주식회사
7329,방송용 시스템 제조설치,국군재정관리단,유한회사 드림테크
7377,16년 체력단련장 경기도우미 춘추복 제조/구매,국군복지단,주식회사 천의
7573,상장용지 6종 제조 납품,국군재정관리단,지엠애드 주식회사
7575,체력단련장 코스관리용 모래 구매,국군재정관리단,삼양소재개발(주)
7656,자료연동처리기(DLPS) 유지보수 정비,해군군수사령부,주식회사 시스텍
7710,00부대 라디에이터(동관삽입형) 구매,제28보병사단,GSJ종합상사
7757,구내방송장치 제조 설치,국군재정관리단,일손과일터 전자사업부
7768,향토예비군의 날 기념품(타월) 제조구매,육군본부,주식회사경동
7820,근속 30주년 기념휘장 제조,국군재정관리단,금호(주)
7823,공군휘장 제조,국군재정관리단,주식회사 흥선
